city,latitude,longitude,timestamp,CO,NO2,O3,PM10,PM2.5,SO2,temperature,humidity,wind_speed,wind_direction,distance_to_road_km,distance_to_industry_km,distance_to_dump_km,distance_to_farmland_km,year,month,day,hour,day_of_week,season,road_proximity,industry_proximity,pollution_source,aqi,timestamp_formatted
4,17.385,78.4867,2026-01-19 06:00:00,-0.64303909290935,-0.9779626818595508,0.8714119018491592,-0.8610825761128492,28.5,-0.8543300549449836,1.192279744438107,-1.4053522282304038,-0.2420249946326222,150,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2026,1,19,6,0,0,19.882815062242454,0.39603911318559,Natural,28.5,2026-01-19 06:00:00
1,12.9716,77.5946,2025-12-09 22:00:00,-0.6717264484377179,-0.7997589079314089,0.2430122417408118,-0.6739139264995615,37.4,-0.5467667172462832,-0.7076112590459512,0.9761269657191926,0.9428946931067218,57,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,12,9,22,1,0,45.66099750375892,2.722287664202811,Natural,37.4,2025-12-09 22:00:00
0,23.0225,72.5714,2026-01-11 18:00:00,0.0669729564177553,-0.1022184214126829,-0.4996419020235986,-0.3416369979726013,53.0,-0.421230661042732,-0.2649182096904421,0.0040946416581328,0.3126182634581345,8,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2026,1,11,18,6,0,124.24832867360684,0.558069868971395,Natural,53.0,2026-01-11 18:00:00
9,18.5204,73.8567,2026-01-19 09:00:00,-0.929912648193029,-0.9881457546554444,1.1189632831039626,-0.8589795575778684,26.7,-0.7162403931210772,1.4320718128390078,-1.5997586930426158,-0.4689245093061137,268,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,1,19,9,0,0,60.65304649941548,0.7009004565590577,Natural,26.7,2026-01-19 09:00:00
2,13.0827,80.2707,2025-12-16 16:00:00,-1.1115992332060256,-0.8964980994924001,-0.4996419020235986,-1.2101836529196557,8.5,-1.2246614207454596,0.8049233262520368,1.2677366629375104,2.052181209288235,39,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2025,12,16,16,1,0,36.72855661069761,1.6710528350076423,Natural,8.5,2025-12-16 16:00:00
1,12.9716,77.5946,2025-12-26 17:00:00,-0.2868377617654487,0.2287314444538658,-0.7281508693357249,-0.6045143148451964,39.9,-0.7664548156024977,-0.3202548408598809,0.3443059550795037,0.4386735493878519,107,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,12,26,17,4,0,45.66099750375892,2.722287664202811,Natural,39.9,2025-12-26 17:00:00
8,19.076,72.8777,2026-01-24 12:00:00,-0.6047892855381929,-0.3466121685141344,0.7381150042504189,-0.1376442000794676,47.8,-0.2329265767374052,0.7495866950825987,-0.1417102069510261,1.7748595802428573,326,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704444,2026,1,24,12,5,0,51.11333533629457,6.950717273708486,Natural,47.8,2026-01-24 12:00:00
9,18.5204,73.8567,2026-02-01 12:00:00,-0.8247256779223467,-0.9321388542780285,0.6619453484797101,-0.4551999988615623,46.8,-0.9861429139587125,1.3029530067769846,-1.4053522282304038,1.6740153514990832,62,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,2,1,12,6,0,60.65304649941548,0.7009004565590577,Natural,46.8,2026-02-01 12:00:00
9,18.5204,73.8567,2025-12-02 18:00:00,-0.1601352748484905,-0.4688090420648601,-0.0616663813420231,-0.1460562742193906,62.6,-0.2392033795475828,-0.3018092971367351,-0.0931085907479731,-0.3680802805623396,93,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2025,12,2,18,1,0,60.65304649941548,0.7009004565590577,Natural,62.6,2025-12-02 18:00:00
9,18.5204,73.8567,2026-01-26 10:00:00,-0.9801155203676728,-1.008511900247232,0.7000301763650645,-0.9893667067466756,21.8,-1.0802949561113755,1.4505173565621536,-1.113742531012086,0.3126182634581345,210,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,1,26,10,0,0,60.65304649941548,0.7009004565590577,Natural,21.8,2026-01-26 10:00:00
2,13.0827,80.2707,2026-01-06 11:00:00,-0.7099762558088751,-0.9219557814821346,0.3382243114541978,-0.3689762389273512,48.2,-1.1681701954538617,1.0262698509297916,0.0040946416581328,3.060623496725976,44,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2026,1,6,11,1,0,36.72855661069761,1.6710528350076423,Natural,48.2,2026-01-06 11:00:00
9,18.5204,73.8567,2026-02-01 04:00:00,0.1721599266884376,-0.3873444596977097,-0.3282601765395039,-0.1229230703346022,62.9,-0.6158115481582364,0.2515570145576508,-0.53052313657545,-0.5445576808639442,57,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,2,1,4,6,0,60.65304649941548,0.7009004565590577,Natural,62.9,2026-02-01 04:00:00
1,12.9716,77.5946,2026-01-28 21:00:00,-0.6239141892237715,-0.6317382067991612,-0.1759208649980863,-0.4404788691166971,47.4,-0.7413476043617875,-0.6338290841533661,1.3649398953436165,0.9933168074786092,85,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2026,1,28,21,2,0,45.66099750375892,2.722287664202811,Natural,47.4,2026-01-28 21:00:00
2,13.0827,80.2707,2025-11-30 22:00:00,-1.0709588128741712,-0.957596536267763,-0.1568784510554091,-1.2795832645740206,6.9,-1.2121078151251046,0.4913490829585515,1.8023544411710928,3.136256668283806,344,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2025,11,30,22,6,3,36.72855661069761,1.6710528350076423,Natural,6.9,2025-11-30 22:00:00
2,13.0827,80.2707,2025-12-31 15:00:00,-0.8462411945686227,-0.7743012259416744,-0.0235815534566688,-0.5035694251661199,42.0,-1.193277406694572,0.7126956076363058,1.3163382791405631,1.094161036222383,51,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2025,12,31,15,2,0,36.72855661069761,1.6710528350076423,Natural,42.0,2025-12-31 15:00:00
1,12.9716,77.5946,2025-12-10 05:00:00,-0.6765076743591126,-0.6521043523909487,0.4715212090529381,-0.86318559464783,26.3,-0.4902754919546851,0.6573589764668677,-1.648360309245669,1.5227490083834223,65,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,12,10,5,2,0,45.66099750375892,2.722287664202811,Natural,26.3,2025-12-10 05:00:00
9,18.5204,73.8567,2025-12-19 11:00:00,-1.0494432962278952,-0.8761319539006124,0.3763091393395522,-1.3027164684588088,7.8,-0.961035702718002,1.4689629002853,-2.0857748550731454,0.9681057502926655,53,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2025,12,19,11,4,0,60.65304649941548,0.7009004565590577,Natural,7.8,2025-12-19 11:00:00
0,23.0225,72.5714,2025-11-29 04:00:00,-0.2677128580798701,-0.2396899041572495,-0.5758115577943074,-0.4699211286064277,47.1,-0.4149538582325545,0.6389134327437213,-0.1417102069510261,0.1613519203424736,84,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2025,11,29,4,5,3,124.24832867360684,0.558069868971395,Natural,47.1,2025-11-29 04:00:00
1,12.9716,77.5946,2025-12-23 10:00:00,-0.5569770263242464,-0.6775620343806832,0.8714119018491592,-0.7264893898740805,33.6,-0.9170980830467592,0.8233688699751832,-1.113742531012086,0.539517778131626,85,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,12,23,10,1,0,45.66099750375892,2.722287664202811,Natural,33.6,2025-12-23 10:00:00
1,12.9716,77.5946,2025-12-02 12:00:00,-0.384852893154039,-0.0003876934537448,-0.3282601765395039,-1.1449900783352518,15.4,-0.8417764493246285,0.2515570145576508,0.9761269657191926,0.9933168074786092,41,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,12,2,12,1,0,45.66099750375892,2.722287664202811,Natural,15.4,2025-12-02 12:00:00
7,26.8467,80.9462,2026-01-21 11:00:00,-0.5641488652063383,-0.6826535707786302,0.3953515532822294,-0.4299637764417933,47.8,-0.3835698441816667,0.4729035392354057,-1.065140914809033,1.1950052649661569,284,-2.399177530668937e-15,2.667504533207972e-16,0.0,-3.015086847927034e-16,2026,1,21,11,2,0,39.98069838497175,0.7034129652330101,Natural,47.8,2026-01-21 11:00:00
8,19.076,72.8777,2026-01-10 00:00:00,-0.5282896707958785,-0.209140685769568,-0.7091084553930477,-0.4993633880961583,45.3,-0.1638817458254519,-0.3387003845830273,0.2957043388764507,-0.1916028802607351,38,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704444,2026,1,10,0,5,0,51.11333533629457,6.950717273708486,Natural,45.3,2026-01-10 00:00:00
4,17.385,78.4867,2025-12-15 06:00:00,-0.4972117023068133,-0.9728711454616036,1.6711932874416011,-0.3058856828779284,52.5,-0.0320688868117233,0.6573589764668677,-0.8221328337937679,-0.4689245093061137,92,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,15,6,0,0,19.882815062242454,0.39603911318559,Natural,52.5,2025-12-15 06:00:00
4,17.385,78.4867,2026-02-08 02:00:00,0.5522673874393123,0.213456835260025,-0.1378360371127319,-0.0493174216102755,65.9,0.5516737745347897,-0.0989083161821266,-0.8221328337937679,-0.1411807658888481,45,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2026,2,8,2,6,0,19.882815062242454,0.39603911318559,Natural,65.9,2026-02-08 02:00:00
0,23.0225,72.5714,2026-01-04 00:00:00,-0.5426333485600624,-0.524815942442276,-0.8614477669344652,-0.7853739088535417,30.3,-0.7727316184126753,-1.0396310460625826,1.0733301981252985,0.4890956637597392,54,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2026,1,4,0,6,0,124.24832867360684,0.558069868971395,Natural,30.3,2026-01-04 00:00:00
2,13.0827,80.2707,2026-01-14 18:00:00,-0.5784925429705223,-0.4993582604525415,0.0335456883713627,-0.7559316493638112,30.7,-1.105402167352086,0.5282401704048437,1.2677366629375104,-0.0907586515169613,97,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2026,1,14,18,2,0,36.72855661069761,1.6710528350076423,Natural,30.7,2026-01-14 18:00:00
9,18.5204,73.8567,2026-02-05 04:00:00,0.1339101193172804,-0.5044497968504885,-0.2140056928834407,0.1084089685132814,73.1,-0.421230661042732,0.2884481020039437,-0.53052313657545,-0.393291337748283,55,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,2,5,4,3,0,60.65304649941548,0.7009004565590577,Natural,73.1,2026-02-05 04:00:00
4,17.385,78.4867,2025-12-25 16:00:00,0.5092363541467604,0.2694637356374409,-0.4234722462528898,-0.4383758505817163,47.1,-0.1764353514458072,0.1224382084956275,-0.579124752778503,-0.1916028802607351,90,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,25,16,3,0,19.882815062242454,0.39603911318559,Natural,47.1,2025-12-25 16:00:00
4,17.385,78.4867,2025-12-22 10:00:00,-0.3824622801933416,-0.8710404175026656,1.3284298364734115,-0.6844290191744653,35.6,-0.2266497739272275,1.192279744438107,-1.4053522282304038,0.0352966344127561,72,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,22,10,0,0,19.882815062242454,0.39603911318559,Natural,35.6,2025-12-22 10:00:00
0,23.0225,72.5714,2025-12-01 12:00:00,-0.6693358354770206,-0.2447814405551963,0.642902934537033,-0.2806494604581592,55.6,-0.4400610694732647,1.376735181669569,-1.2595473796212449,-0.2168139374466788,47,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2025,12,1,12,0,0,124.24832867360684,0.558069868971395,Natural,55.6,2025-12-01 12:00:00
1,12.9716,77.5946,2025-11-25 04:00:00,-0.4756961856605373,-0.6215551340032672,0.2049274138554574,-0.8064040942033494,30.4,-1.086571758921553,0.2146659271113585,0.1985011064703447,1.5731711227553091,69,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,11,25,4,1,3,45.66099750375892,2.722287664202811,Natural,30.4,2025-11-25 04:00:00
4,17.385,78.4867,2026-02-06 16:00:00,0.7530788761378875,-0.0105707662496388,-0.3092177625968267,-0.291164553133063,54.9,-0.3584626329409564,0.5651312578511367,-0.676327985184609,-0.5949797952358312,80,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2026,2,6,16,4,0,19.882815062242454,0.39603911318559,Natural,54.9,2026-02-06 16:00:00
2,13.0827,80.2707,2026-02-05 15:00:00,-0.9920685851711596,-0.6673789615847894,-0.2711329347114723,-1.05666329986606,16.0,-1.2121078151251046,0.7864777825288909,0.5387124198917157,1.2202163221521003,30,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2026,2,5,15,3,0,36.72855661069761,1.6710528350076423,Natural,16.0,2026-02-05 15:00:00
2,13.0827,80.2707,2025-12-17 03:00:00,-1.0709588128741712,-0.9474134634718692,-0.2140056928834407,-1.189153467569848,9.5,-1.1995542095047491,0.9524876760372064,1.0733301981252985,2.884146096424371,37,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2025,12,17,3,2,0,36.72855661069761,1.6710528350076423,Natural,9.5,2025-12-17 03:00:00
5,26.9124,75.7873,2025-12-29 10:00:00,-0.7267105465337564,-0.6622874251868426,0.8904543157918364,-0.9452033175120796,24.0,0.2754944508869771,0.1777748396650663,-1.3567506120273507,-0.897512481467153,158,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,12,29,10,0,0,143.25783502169855,0.543568427645842,Natural,24.0,2025-12-29 10:00:00
4,17.385,78.4867,2026-01-10 03:00:00,-0.0071360453638617,-0.4331682872792318,-0.3853874183675354,-0.976748595536791,22.8,-0.578150731297171,-0.5231558218144893,-0.7249296013876619,-0.0403365371450743,80,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2026,1,10,3,5,0,19.882815062242454,0.39603911318559,Natural,22.8,2026-01-10 03:00:00
2,13.0827,80.2707,2025-11-23 12:00:00,-0.9753342944462782,-0.794667371533462,-0.5567691438516302,-1.1954625231747902,9.1,-1.1995542095047491,1.007824307206645,1.3163382791405631,1.3714826652677614,41,0.1701668097853705,-0.9889586753707976,0.0,1.140398860442634,2025,11,23,12,6,3,36.72855661069761,1.6710528350076423,Natural,9.1,2025-11-23 12:00:00
1,12.9716,77.5946,2026-01-21 10:00:00,-0.8390693556865306,-0.7997589079314089,0.642902934537033,-1.090311596425752,17.3,-1.0426341392503102,1.0447153946529375,-1.8427667740578808,0.4638846065737958,98,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2026,1,21,10,2,0,45.66099750375892,2.722287664202811,Natural,17.3,2026-01-21 10:00:00
4,17.385,78.4867,2025-11-15 03:00:00,0.7745943927841634,0.0912599617092992,0.262054655683489,-0.0535234586802371,62.6,0.5014593520533692,-0.0989083161821266,-0.2875150555601851,-1.200045167698475,67,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,11,15,3,5,3,19.882815062242454,0.39603911318559,Natural,62.6,2025-11-15 03:00:00
5,26.9124,75.7873,2026-02-10 14:00:00,0.0215513101645061,0.376385999994326,-0.2330481068261179,-0.5161875363760045,41.4,-0.5404899144361056,0.233111470834505,-0.627726368981556,-0.4185023949342267,126,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2026,2,10,14,1,0,143.25783502169855,0.543568427645842,Natural,41.4,2026-02-10 14:00:00
5,26.9124,75.7873,2026-01-28 20:00:00,-0.6358672540272581,-0.1989576129736742,-1.0518719063612372,0.2598263030318963,75.2,-0.8543300549449836,-1.8696805136041608,1.5107447439527752,0.0352966344127561,1,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2026,1,28,20,2,0,143.25783502169855,0.543568427645842,Natural,75.2,2026-01-28 20:00:00
5,26.9124,75.7873,2025-12-07 06:00:00,-0.4493994430928668,-0.743752007553993,0.947581557619868,-0.8673916317177914,28.2,0.0558063525307626,0.4544579955122592,-1.5025554606365097,-0.998356710210927,208,-1.3854633868918491,0.5022247923682317,1.5012129028405814,-0.6511788420212952,2025,12,7,6,6,0,143.25783502169855,0.543568427645842,Natural,28.2,2025-12-07 06:00:00
4,17.385,78.4867,2025-12-21 10:00:00,-0.501992928228208,-0.906681172288294,1.3284298364734115,-0.8737006873227338,27.0,-0.4651682807139748,1.0816064820992295,-1.3081489958242978,0.1109298059705868,93,1.9425924477533985,1.3255112319937157,-0.0369821940427954,-1.7891644189032367,2025,12,21,10,6,0,19.882815062242454,0.39603911318559,Natural,27.0,2025-12-21 10:00:00
6,22.5726,88.3639,2026-01-30 09:00:00,-0.501992928228208,-0.8608573447067719,1.9187446686964047,0.2261780064722039,76.8,0.3382624789887528,1.1553886569918148,-0.773531217590715,-0.2672360518185656,308,1.2031166012388552,-0.1690870212388162,0.2325676244696224,1.1781129426923302,2026,1,30,9,4,0,24.587849250420973,0.780706564798492,Natural,76.8,2026-01-30 09:00:00
9,18.5204,73.8567,2026-01-13 03:00:00,0.0765354082605446,-0.214232222167515,-0.6900660414503705,-0.6276475187299847,39.8,-0.4965522947648627,-0.2095815785210041,0.3929075712825567,-1.149623053326588,7,-0.6550077498570056,0.0061221758322854,-1.5235588167726977,-0.8959622647681503,2026,1,13,3,1,0,60.65304649941548,0.7009004565590577,Natural,39.8,2026-01-13 03:00:00
3,28.6139,77.209,2025-12-06 18:00:00,0.5044551282253658,0.1218091800969807,-0.3663450044248582,0.2451051732870308,80.6,0.7650850700808266,-1.0949676772320214,-0.2875150555601851,0.2621961490862476,283,0.6856508401454493,1.680996711650915,-0.6056299175206125,1.1372634211798447,2025,12,6,18,5,0,29.467460806877423,0.3544953745262739,Natural,80.6,2025-12-06 18:00:00
1,12.9716,77.5946,2025-12-01 11:00:00,-0.5665394781670356,-0.3771613869018159,-0.1759208649980863,-1.193359504639809,13.0,-0.9547588999078246,0.5282401704048437,0.2471027226733977,0.892472578734835,15,-0.2390754926548453,-1.2665721138750237,-1.3505537651969002,0.075327958724697,2025,12,1,11,0,0,45.66099750375892,2.722287664202811,Natural,13.0,2025-12-01 11:00:00
0,23.0225,72.5714,2025-11-16 21:00:00,-0.7362729983765457,-0.524815942442276,-0.3663450044248582,-0.4783332027463507,44.7,-0.3145250132697135,-0.3755914720293196,-0.773531217590715,0.6907841212472868,59,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2025,11,16,21,6,3,124.24832867360684,0.558069868971395,Natural,44.7,2025-11-16 21:00:00
0,23.0225,72.5714,2026-01-03 20:00:00,-0.4685243467784453,-0.3720698505038689,-0.6138963856796618,-0.8232282424831954,28.2,-0.8480532521348061,-0.6153835404302203,0.5387124198917157,-0.1916028802607351,355,-1.303405274167494,0.4447955202347834,0.0,0.7873704342236211,2026,1,3,20,5,0,124.24832867360684,0.558069868971395,Natural,28.2,2026-01-03 20:00:00
8,19.076,72.8777,2025-12-15 17:00:00,0.0263325360859008,0.2032737624641313,-0.3282601765395039,-0.6591927967546961,36.6,0.162512000303781,0.8418144136983297,-1.3567506120273507,0.6907841212472868,44,-0.418574795351877,-1.5350326215952947,1.7829441662228016,-0.9821680915704444,2025,12,15,17,0,0,51.11333533629457,6.950717273708486,Natural,36.6,2025-12-15 17:00:00
